gyro_x,gyro_y,gyro_z
0.004886918235570192,0.003665188793092966,0.0030543238390237093
0,0.0009162971982732415,0
0,0.000305432389723137,0
0.003665188793092966,0.002443459117785096,0.002443459117785096
0.000610864779446274,-0.000305432389723137,0.000610864779446274
0.003665188793092966,0.0030543238390237093,0.002443459117785096
0.004276053514331579,0.0030543238390237093,0.002443459117785096
0.004276053514331579,0.003665188793092966,0.002443459117785096
0.003665188793092966,0.0030543238390237093,0.002443459117785096
0.004276053514331579,0.0030543238390237093,0.001832594396546483
0.004276053514331579,0.0030543238390237093,0.002443459117785096
0.000610864779446274,-0.000305432389723137,-0.001221729558892548
0.000610864779446274,0.000305432389723137,0
0.004276053514331579,0.0030543238390237093,0.002443459117785096
0.006108647678047419,0.004276053514331579,0.002443459117785096
0.0054977829568088055,0.0030543238390237093,0.0030543238390237093
-0.000610864779446274,0.000305432389723137,0
0,-0.000305432389723137,-0.000610864779446274
-0.000610864779446274,0.000305432389723137,0
0.004276053514331579,0.004276053514331579,0.002443459117785096
0.003665188793092966,0.003665188793092966,0.0030543238390237093


0.002734347138	0.002123482333	0.001512617544
