time_of_publish,server_received_timestamp,sessionId,deviceId,messageId,accel_time,accel_accuracy,accel_x,accel_y,accel_z,gyro_time,gyro_accuracy,gyro_x,gyro_y,gyro_z,mag_time,mag_accuracy,mag_x,mag_y,mag_z
1763634240.2700906,1763634240.2397165,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5661,1763634240185640200,3,-0.02871387079358101,1.1365907192230225,9.78664493560791,1763634240180640800,3,0.002290742937475443,-0.0010690133785828948,-0.000305432389723137,1763634240195250000,3,-115.48125457763672,42.806251525878906,-135.88125610351562
1763634241.170257,1763634241.132712,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5662,1763634241187530800,3,-0.03349951654672623,1.1413763761520386,9.77707290649414,1763634241191022000,3,-0.001221729558892548,-0.001221729558892548,0.002443459117785096,1763634241195250000,3,-115.03125762939453,42.65625,-136.27500915527344
1763634242.4705534,1763634242.4374816,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5663,1763634242197407700,3,0.012426843866705894,0.001749277114868164,0.0011129379272460938,1763634242192913000,3,-0.0007635809597559273,-0.009010255336761475,0.0015271619195118546,1763634242195250000,1,-5.756250381469727,22.012500762939453,-24.993751525878906
1763634243.26999,1763634243.2243528,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5664,1763634243197407700,3,-0.008290233090519905,-0.004199385643005371,-0.0016889572143554688,1763634243194803500,3,0.00045814859913662076,0.0001527161948615685,0.0009162971982732415,1763634243195250000,3,-115.44375610351562,41.88750076293945,-135.46875
1763634244.4698625,1763634244.4106534,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5665,1763634244207407600,3,0.004466075450181961,-0.0004220008850097656,-0.011331558227539062,1763634244196694000,3,0.001679878099821508,-0.0010690133785828948,0.0015271619195118546,1763634244205249800,1,-5.681250095367432,22.912500381469727,-25.14375114440918
1763634245.4702945,1763634245.3905098,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5666,1763634245207407600,3,0.008115077391266823,-0.0054329633712768555,-0.00921630859375,1763634245198584600,3,0.0030543238390237093,0.001832594396546483,0,1763634245205249800,3,-115.2750015258789,42.01875305175781,-135.99375915527344
1763634246.269989,1763634246.215236,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5667,1763634246207407600,3,0.001677894964814186,0.0005437135696411133,-0.0055408477783203125,1763634246200475000,3,0.002290742937475443,0.0007635809597559273,-0.000305432389723137,1763634246205249800,3,-115.01250457763672,42.65625,-135.75
1763634247.2705019,1763634247.223302,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5668,1763634247215855400,3,-0.03349951654672623,1.1198409795761108,9.789037704467773,1763634247219346700,3,0.006719512399286032,0.004276053514331579,0.004886918235570192,1763634247215250000,1,-5.606250286102295,22.14375114440918,-24.787500381469727
1763634248.2701335,1763634248.2571523,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5669,1763634248217745700,3,-0.016749758273363113,1.1198409795761108,9.803394317626953,1763634248204255700,3,0.004886918235570192,0.0030543238390237093,0.006108647678047419,1763634248215250000,1,-5.400000095367432,22.51875114440918,-24.693750381469727
1763634249.3704169,1763634249.323544,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5670,1763634249211145500,3,-0.04307080805301666,1.1318050622940063,9.772287368774414,1763634249223127300,3,-0.005039634648710489,-0.005345067009329796,0.0009162971982732415,1763634249215250000,3,-115.57500457763672,42.525001525878906,-135.99375915527344
1763634250.3702312,1763634250.3263633,2b76a9d2-dc85-4401-8357-a449d56ac504,779672ea-757e-45d7-9e9b-771dc4343b23,5671,1763634250221526500,3,-0.07178468257188797,1.196411371231079,9.736394882202148,1763634250225017900,3,0.0102319847792387,0.04474584385752678,0.005192350596189499,1763634250225249800,3,-114.78750610351562,42.806251525878906,-137.10000610351562
1763634305.4697049,1763634305.466495,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5672,1763634305513501200,3,-0.12203395366668701,1.196411371231079,9.77707290649414,1763634305504256500,3,0.002443459117785096,0.009773836471140385,0.003665188793092966,1763634305510534400,3,-114.18750762939453,43.462501525878906,-139.21875
1763634306.5699253,1763634306.549464,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5673,1763634306515389000,3,-0.12681959569454193,1.191625714302063,9.762716293334961,1763634306506144300,3,0.002290742937475443,0.009315688163042068,0.0027488914784044027,1763634306510534400,1,-5.737500190734863,21.600000381469727,-24.806251525878906
1763634307.5703163,1763634307.525906,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5674,1763634307517277000,3,-0.11246266216039658,1.1940184831619263,9.7938232421875,1763634307508032300,3,-0.0001527161948615685,-0.00045814859913662076,0.000305432389723137,1763634307520534300,1,-5.512500286102295,22.556251525878906,-24.562501907348633
1763634308.770198,1763634308.6744661,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5675,1763634308519165200,3,-0.11964113265275955,1.2011969089508057,9.753145217895508,1763634308518411000,3,0.003665188793092966,0.009773836471140385,0.003665188793092966,1763634308520534300,3,-115.33125305175781,42.58125305175781,-135.61875915527344
1763634309.570269,1763634309.5584912,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5676,1763634309512563000,3,-0.1052841991186142,1.1988041400909424,9.762716293334961,1763634309520299500,3,0.006719512399286032,0.004886918235570192,0.002443459117785096,1763634309520534300,3,-114.69375610351562,42.525001525878906,-136.01251220703125
1763634310.770226,1763634310.7626665,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5677,1763634310523407600,3,0.008996732532978058,-0.007500767707824707,-0.005947113037109375,1763634310522188300,3,0.00045814859913662076,0.0001527161948615685,-0.0009162971982732415,1763634310530534400,1,-5.8125,22.40625,-24.693750381469727
1763634311.769869,1763634311.7511928,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5678,1763634311541812500,3,-0.12203395366668701,1.2035897970199585,9.76989459991455,1763634311532567800,3,0.004276053514331579,0.006719512399286032,0.0030543238390237093,1763634311540534300,3,-115.50000762939453,42.056251525878906,-135.78750610351562
1763634312.5699425,1763634312.5532458,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5679,1763634312543701800,3,-0.11485548317432404,1.2011969089508057,9.760323524475098,1763634312542947800,3,-0.0019853105768561363,-0.005955931730568409,-0.0009162971982732415,1763634312550534400,1,-5.981250286102295,22.181251525878906,-26.006250381469727
1763634313.5700295,1763634313.5575867,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5680,1763634313543407600,3,-0.004657715559005737,0.00428462028503418,0.00494384765625,1763634313561818600,3,-0.0007635809597559273,-0.002290742937475443,-0.000305432389723137,1763634313560534300,1,-5.456250190734863,22.256250381469727,-24.656251907348633
1763634314.6707344,1763634314.5933084,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5681,1763634314547481300,3,-0.11724831163883209,1.2059825658798218,9.76989459991455,1763634314546727400,3,0.0010690133785828948,-0.0010690133785828948,0.000305432389723137,1763634314560534300,1,-5.043750286102295,22.70625114440918,-24.412500381469727
1763634315.7702236,1763634315.685886,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5682,1763634315553407700,3,-0.0009031593799591064,-0.010610342025756836,-0.012480735778808594,1763634315565598700,3,0.001221729558892548,0.002443459117785096,0.001221729558892548,1763634315560534300,3,-114.75000762939453,42.39375305175781,-135.8625030517578
1763634316.7701674,1763634316.7009552,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5683,1763634316553407700,3,0.003198392689228058,-0.0008369684219360352,0.0011320114135742188,1763634316550507800,3,0.001832594396546483,-0.000610864779446274,-0.000610864779446274,1763634316560534300,1,-5.8125,22.462501525878906,-24.356250762939453
1763634317.6703148,1763634317.5837574,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5684,1763634317553407700,3,0.008509419858455658,0.0015431642532348633,-0.012088775634765625,1763634317552398600,3,0.00045814859913662076,0.0032070400193333626,-0.000305432389723137,1763634317560534300,3,-114.82500457763672,42.525001525878906,-136.6875
1763634318.674662,1763634318.6727557,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5685,1763634318555043300,3,-0.1339980661869049,1.2131611108779907,9.76989459991455,1763634318562780000,3,0.001832594396546483,-0.000610864779446274,-0.001832594396546483,1763634318570534400,3,-115.31250762939453,41.70000076293945,-135.9375
1763634319.77058,1763634319.7154233,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5686,1763634319563407600,3,-0.012635014951229095,0.01746547222137451,0.015253067016601562,1763634319564671000,3,0.002290742937475443,0.011759147047996521,0.000305432389723137,1763634319570534400,3,-114.78750610351562,42.1875,-136.78125
1763634320.7707965,1763634320.7147293,21eda961-51da-4a20-b0e8-4ee0023938f6,779672ea-757e-45d7-9e9b-771dc4343b23,5687,1763634320567316200,3,-0.11964113265275955,1.2179467678070068,9.760323524475098,1763634320566562000,3,0.004886918235570192,0.007330377586185932,0.002443459117785096,1763634320570534400,1,-6.018750190734863,21.543750762939453,-24.806251525878906
1763634378.870289,1763634378.7906568,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5688,1763634378650874600,3,-0.2799602448940277,1.2394821643829346,9.817750930786133,1763634378658611500,3,0.007941242307424545,0.008552107028663158,0.015271619893610477,1763634378654370000,1,-5.606250286102295,21.918750762939453,-25.012500762939453
1763634379.7701807,1763634379.7007456,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5689,1763634379661267500,3,-0.22013968229293823,1.3280165195465088,9.750752449035645,1763634379660513500,3,0.001221729558892548,0.0015271619195118546,0.0019853105768561363,1763634379664370000,3,-114.73125457763672,42.1875,-136.5
1763634380.669685,1763634380.6506832,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5690,1763634380672407300,3,0.002965182065963745,-0.023247361183166504,0.013841629028320312,1763634380662415400,3,0.000610864779446274,0.003970621153712273,-0.001679878099821508,1763634380674370000,1,-5.34375,21.1875,-25.368751525878906
1763634381.6698012,1763634381.6483154,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5691,1763634381662407200,3,-0.008279234170913696,0.0003654956817626953,-0.007975578308105469,1763634381664317200,3,0.0054977829568088055,0.006108647678047419,0.002443459117785096,1763634381674370000,1,-5.456250190734863,21.84375,-24.543750762939453
1763634382.770341,1763634382.6876256,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5692,1763634382666972400,3,-0.275174617767334,1.3591232299804688,9.745966911315918,1763634382683200000,3,0.0030543238390237093,0.003665188793092966,0.004276053514331579,1763634382674370000,1,-4.237500190734863,22.368751525878906,-24.281251907348633
1763634383.6704621,1763634383.6685774,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5693,1763634383685854700,3,-0.2799602448940277,1.3639088869094849,9.757930755615234,1763634383685100800,3,0.003665188793092966,0.004276053514331579,0,1763634383684370000,1,-5.34375,21.543750762939453,-24.918750762939453
1763634384.6700647,1763634384.6617455,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5694,1763634384670773500,3,-0.2799602448940277,1.3471591472625732,9.741181373596191,1763634384670019300,3,-0.000610864779446274,0.002443459117785096,0.001221729558892548,1763634384684370000,1,-5.587500095367432,22.03125,-24.037500381469727
1763634385.8701034,1763634385.7923856,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5695,1763634385672672800,3,-0.2727817893028259,1.3304094076156616,9.734002113342285,1763634385688900000,3,0.004276053514331579,-0.003970621153712273,0.008093958720564842,1763634385684370000,1,-5.456250190734863,21.375,-24.337501525878906
1763634386.6697934,1763634386.652363,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5696,1763634386682407200,3,0.031766682863235474,0.02885746955871582,-0.03180408477783203,1763634386673817900,3,0.004886918235570192,-0.003970621153712273,-0.004123337101191282,1763634386684370000,1,-4.931250095367432,22.181251525878906,-25.500001907348633
1763634387.8696191,1763634387.8435855,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5697,1763634387682407200,3,-0.01383236050605774,-0.027419209480285645,-0.0022344589233398438,1763634387692697600,3,0.006108647678047419,0.000610864779446274,0.000610864779446274,1763634387684370000,1,-5.025000095367432,22.087501525878906,-25.068750381469727
1763634388.7700276,1763634388.7424679,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5698,1763634388692407300,3,0.017995566129684448,-0.013288140296936035,0.02983379364013672,1763634388703086300,3,0.009162971749901772,0.004276053514331579,0.001221729558892548,1763634388694370000,3,-114.73125457763672,41.71875,-136.27500915527344
1763634389.872115,1763634389.8702803,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5699,1763634389697247500,3,-0.36610186100006104,1.4117653369903564,9.738788604736328,1763634389696493300,3,0.0030543238390237093,0,0.001221729558892548,1763634389704370000,1,-5.193750381469727,21.637500762939453,-24.48750114440918
1763634390.8697405,1763634390.790112,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5700,1763634390699145000,3,-0.35413774847984314,1.4021940231323242,9.729216575622559,1763634390698391000,3,0,-0.000305432389723137,-0.001679878099821508,1763634390714370000,3,-114.73125457763672,42.056251525878906,-136.55625915527344
1763634391.7702794,1763634391.7234848,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5701,1763634391712407300,3,8.016824722290039e-05,-0.017449140548706055,0.009055137634277344,1763634391717269500,3,0.002443459117785096,0.006108647678047419,0.001221729558892548,1763634391714370000,1,-5.25,22.125,-24.712501525878906
1763634392.7699084,1763634392.7493618,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5702,1763634392712407300,3,0.019039303064346313,-0.0017501115798950195,0.007616996765136719,1763634392719166500,3,-0.002443459117785096,-0.009773836471140385,-0.003665188793092966,1763634392714370000,1,-4.912500381469727,22.40625,-25.912500381469727
1763634393.87043,1763634393.8062136,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5703,1763634393712407300,3,-0.0026737749576568604,-0.005256175994873047,0.017769813537597656,1763634393721063400,3,0.0054977829568088055,0.010995565913617611,0.004886918235570192,1763634393714370000,3,-115.10625457763672,42,-135.60000610351562
1763634394.8699832,1763634394.8384087,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5704,1763634394722407200,3,0.0068499743938446045,0.015283703804016113,0.008933067321777344,1763634394705979000,3,0.002443459117785096,0.014660755172371864,0.003665188793092966,1763634394714370000,3,-114.69375610351562,41.45625305175781,-135.4875030517578
1763634395.8702192,1763634395.8399065,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5705,1763634395732407300,3,0.014802038669586182,0.0016949176788330078,0.007282257080078125,1763634395716366300,3,0.001221729558892548,0.007330377586185932,0.001832594396546483,1763634395724370000,1,-5.0625,21.67500114440918,-24.262500762939453
1763634396.7704873,1763634396.7357552,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5706,1763634396732407300,3,0.007610708475112915,-0.01566469669342041,0.0052394866943359375,1763634396735244300,3,0.001221729558892548,0,-0.001832594396546483,1763634396734370000,3,-115.25625610351562,40.72500228881836,-134.88751220703125
1763634397.9701505,1763634397.8762698,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5707,1763634397720914200,3,-0.35892340540885925,1.3950155973434448,9.729216575622559,1763634397720160000,3,0.006719512399286032,-0.000305432389723137,0.0007635809597559273,1763634397734370000,3,-114.50625610351562,41.28750228881836,-135.73126220703125
1763634398.9702082,1763634398.963207,a89b87a7-c700-4bdd-a273-9740b9efff25,779672ea-757e-45d7-9e9b-771dc4343b23,5708,1763634398742407200,3,-0.01460188627243042,0.006013274192810059,-0.0037565231323242188,1763634398730548000,3,0.004886918235570192,0.007330377586185932,0.001221729558892548,1763634398734370000,3,-114.56250762939453,41.625,-135.26251220703125
